Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Can Yaman News International,@CanYamanNewsInt,2024-10-14T19:56:53.000Z,True,Surprise appearance of #CanYaman at a Rome premiere of Coppola’s Megalopolis,5,87,244,2.3K,['#CanYaman'],[],[],https://pbs.twimg.com/profile_images/1711962376877092864/nMBqa8OV_normal.jpg,https://x.com/CanYamanNewsInt/status/1845916708110061761,tweet_id:1845916708110061761
Farrukh,@implausibleblog,2024-10-16T14:31:33.000Z,True,"Months ago Sangita Myska and Belle Donati called out Israel's breaches of international law and they were both fired from LBC and Sky News for doing so

Since then, the breaches have worsened, so much so that Israel bombed tents at a hospital housing refugees and patients; one",9,194,432,7.3K,[],[],[],https://pbs.twimg.com/profile_images/1281886248085475328/XUa1h_ug_normal.jpg,https://x.com/implausibleblog/status/1846559609848320297,tweet_id:1846559609848320297
Channel 4 News,@Channel4News,2024-10-11T14:18:58.000Z,True,"The morning after more Israeli airstrikes overnight in Beirut, our International Editor  reports from one of the targeted areas.",16,114,180,61K,[],['@lindseyhilsum'],[],https://pbs.twimg.com/profile_images/875404558528393216/cTknVhwm_normal.jpg,https://x.com/Channel4News/status/1844744506400284744,tweet_id:1844744506400284744
Can Yaman News International,@CanYamanNewsInt,2024-10-16T20:03:07.000Z,True,"#CanYaman with Ed Westwick, John Hannah, Alanah Bloor  and Madeleine Price on set of #Sandokan  

Luxvide has chosen Tiktak Production for the executive production of #Sandokan in La Réunion. 

Each episode will last 52 minutes, of which 5 will be shots of landscapes of",10,62,154,1.5K,"['#CanYaman', '#Sandokan', '#Sandokan']",[],['\\u2666\\ufe0f'],https://pbs.twimg.com/profile_images/1711962376877092864/nMBqa8OV_normal.jpg,https://x.com/CanYamanNewsInt/status/1846643051638542435,tweet_id:1846643051638542435
Iran International English,@IranIntl_En,2024-10-16T15:36:27.000Z,True,"Iranian authorities are working to control an oil spill four miles (6.4 km) off Iran's Kharg Island, the country's IRNA news agency reported on Wednesday.
The leak from oil pipelines was reported on Sunday and the required actions have been taken, IRNA cited a local official as",2,11,26,5.1K,[],[],[],https://pbs.twimg.com/profile_images/1380467569275060225/Wa9zjOZI_normal.jpg,https://x.com/IranIntl_En/status/1846575945609887886,tweet_id:1846575945609887886
Bitcoin.com News,@BTCTN,2024-10-09T13:26:17.000Z,True,China has reaffirmed its commitment to closer relations with Russia through major international platforms like BRICS and the Shanghai Cooperation Organization (SCO).,31,25,34,10K,[],[],[],https://pbs.twimg.com/profile_images/1651108008200482816/EJc2IcUa_normal.jpg,https://x.com/BTCTN/status/1844006471018655985,tweet_id:1844006471018655985
China Xinhua News,@XHNews,2024-10-16T22:40:16.000Z,True,"Liu Jianchao, head of the International Department of the Communist Party of China Central Committee, met with Johnny Koanapo, president of Vanuatu's Vanuaaku Party and the country's minister of finance http://xhtxs.cn/XXI",0,4,2,3.4K,[],[],[],https://pbs.twimg.com/profile_images/1246686019241398274/swhowkA5_normal.jpg,https://x.com/XHNews/status/1846682602654388395,tweet_id:1846682602654388395
Bloomberg,@business,2024-10-13T22:04:57.000Z,True,"Vast Space, the aerospace startup founded by former crypto tycoon Jed McCaleb, revealed its plans for a successor to the International Space Station",12,18,81,31K,[],[],[],https://pbs.twimg.com/profile_images/1631723279676317709/-fjgaR2p_normal.jpg,https://x.com/business/status/1845586547854172429,tweet_id:1845586547854172429
CNN International,@cnni,2024-10-10T18:37:45.000Z,True,"A residential building in central Beirut has collapsed after Israeli strikes, according to a Lebanese security source",42,35,81,30K,[],[],[],https://pbs.twimg.com/profile_images/1605231418208034816/3zypo5XV_normal.jpg,https://x.com/cnni/status/1844447241131405608,tweet_id:1844447241131405608
BBC Politics,@BBCPolitics,2024-10-14T09:34:46.000Z,True,"""This is a great moment to back Britain""

PM Keir Starmer addresses business leaders at the International Investment Summit in Londonhttps://bbc.in/4h3BlGq",91,39,90,55K,[],[],[],https://pbs.twimg.com/profile_images/1150756359497015298/xXj2IfkW_normal.png,https://x.com/BBCPolitics/status/1845760148104429779,tweet_id:1845760148104429779
Sky News,@SkyNews,2024-10-12T09:10:46.000Z,True,"France, Italy and Spain have released a joint statement accusing Israel of seriously violating their obligations under humanitarian international law by targeting UN peacekeepers in Lebanon.

Sky's  has the latest.https://trib.al/Rx0iR33 Sky 501",524,1.9K,5.4K,340K,[],['@DominicWaghorn'],['\\U0001f4fa'],https://pbs.twimg.com/profile_images/1604907328242962433/P_79at43_normal.jpg,https://x.com/SkyNews/status/1845029331879264521,tweet_id:1845029331879264521
Amnesty International,@amnesty,2024-10-08T10:08:29.000Z,True,"Azerbaijan is hosting #COP29 while actively undermining the main pillars of climate activism.

In the lead up to next month’s climate summit, states must exert pressure on the Azerbaijani authorities to reverse their clampdown on civil society.",92,44,88,11K,['#COP29'],[],[],https://pbs.twimg.com/profile_images/1103357372410617856/0V1h5QGq_normal.png,https://x.com/amnesty/status/1843594307581669625,tweet_id:1843594307581669625
Press Trust of India,@PTI_News,2024-10-11T17:37:12.000Z,True,"VIDEO | Tamil Nadu: The pilot and co-pilot of Sharjah-bound Air India Express flight which made an emergency landing earlier today, leave from Tiruchirappalli International Airport. 

(Full video available on PTI Videos - http://ptivideos.com)",5,25,256,29K,[],[],[],https://pbs.twimg.com/profile_images/1618421776794677248/EYJex5NK_normal.jpg,https://x.com/PTI_News/status/1844794390901899562,tweet_id:1844794390901899562
Yen Press,@yenpress,2024-10-08T20:59:02.000Z,True,"It's International Lesbian Day!And to celebrate...here's a first look at our BRAND NEW tote bag, featuring your favorite green girlies! This tote bag will be available at #NewYorkComicCon as a gift for purchases at $30 or more!

MORE INFO  https://buff.ly/4gZi9cO",17,264,1.1K,38K,['#NewYorkComicCon'],[],"['\\U0001f46f\\u200d\\u2640\\ufe0f', '\\U0001f49a', '\\u27a1\\ufe0f']",https://pbs.twimg.com/profile_images/1841103833818132481/XvwMr2hC_normal.jpg,https://x.com/yenpress/status/1843758020292903314,tweet_id:1843758020292903314
World News Tonight,@ABCWorldNews,2024-10-16T02:40:17.000Z,True,"As the first U.S. troops arrive in Israel, the Biden Administration has announced that if the humanitarian crisis in Gaza does not improve in the next 30 days, future military aid and transfer of weapons could be halted.  reports. https://trib.al/UTKPphL",21,13,26,7.7K,[],['@JamesAALongman'],[],https://pbs.twimg.com/profile_images/1424776196940869634/F-kiM3On_normal.jpg,https://x.com/ABCWorldNews/status/1846380614980608040,tweet_id:1846380614980608040
News IADN,@NewsIADN,2024-10-14T12:01:22.000Z,False,#ISRO has received the International Astronautical Federation's (IAF) 'World Space Award' for Chandrayaan-3 in #Milan (Italy).,8,338,2.7K,21K,"['#ISRO', '#Milan']",[],[],https://pbs.twimg.com/profile_images/1749411331298754560/mFiN2CcH_normal.jpg,https://x.com/NewsIADN/status/1845797039705100490,tweet_id:1845797039705100490
Press Trust of India,@PTI_News,2024-10-15T16:24:16.000Z,True,"VIDEO | ""I would just say that now we want actors, actresses from Kashmir because they are fit and extremely beautiful and handsome,"" said actor Shakti Kapoor as he visited Doon International school in Srinagar, Jammu and Kashmir earlier today. 

(Full video available on PTI",2,5,148,25K,[],[],[],https://pbs.twimg.com/profile_images/1618421776794677248/EYJex5NK_normal.jpg,https://x.com/PTI_News/status/1846225589079839154,tweet_id:1846225589079839154
China Xinhua News,@XHNews,2024-10-11T06:23:39.000Z,True,Chinese President Xi Jinping met with foreign guests attending the China International Friendship Conference and conference marking the 70th founding anniversary of the Chinese People's Association for Friendship with Foreign Countries in Beijing on Friday. #XinhuaNews,4,4,7,5.3K,['#XinhuaNews'],[],[],https://pbs.twimg.com/profile_images/1246686019241398274/swhowkA5_normal.jpg,https://x.com/XHNews/status/1844624887802982761,tweet_id:1844624887802982761
All India Radio News,@airnewsalerts,2024-10-15T06:05:01.000Z,True, India welcomes the world! #PMModiAtWTSAThe WTSA 2024 is coming to India for the first time in the International Telecommunication Union’s 150-year history. PM  inaugurates the event. Join us from October 15-24 to witness groundbreaking advancements in,1,17,32,2.1K,['#PMModiAtWTSA'],['@narendramodi'],"['\\U0001f1ee\\U0001f1f3', '\\U0001f538', '\\U0001f538']",https://pbs.twimg.com/profile_images/1554332392952713216/n2eh2njK_normal.jpg,https://x.com/airnewsalerts/status/1846069751589597267,tweet_id:1846069751589597267
Bloomberg Africa,@BloombergAfrica,2024-10-16T15:47:40.000Z,True,"The International Monetary Fund’s executive board will consider the next disbursement in Kenya’s $3.9 billion loan program at a meeting scheduled to take place on Oct. 30, according to people familiar with the matter.",2,5,8,1.7K,[],[],[],https://pbs.twimg.com/profile_images/1631759853231243271/dXDws5eN_normal.jpg,https://x.com/BloombergAfrica/status/1846578765582782781,tweet_id:1846578765582782781
KulganofCrydee,@KulganofCrydee,2024-10-14T06:50:49.000Z,False,MEAT & GREET World business leaders will be served halal meat at summit to show best of ­British,745,528,635,50K,[],[],[],https://pbs.twimg.com/profile_images/1608922698872197120/9yY2FDkt_normal.jpg,https://x.com/KulganofCrydee/status/1845718889306493097,tweet_id:1845718889306493097
Transparency International,@anticorruption,2024-10-09T09:00:21.000Z,True,"Transparency International's 2023 Annual Report highlights our effective impact on global anti-corruption efforts. We successfully advocated for stronger international standards, empowered communities, and exposed corruption networks. Check it out!",2,15,30,2.1K,[],[],[],https://pbs.twimg.com/profile_images/1826613159324532737/e6Ec607q_normal.png,https://x.com/anticorruption/status/1843939547563864236,tweet_id:1843939547563864236
ABC7 Eyewitness News,@ABC7,2024-10-09T22:27:23.000Z,True,"WILD! NASA astronaut Matthew Dominick posted a spectacular time-lapse video taken aboard the International Space Station that shows Hurricane Milton swirling through the Gulf of Mexico before its expected landfall in Florida. 

Hurricane Milton live updates:",1,16,53,12K,[],[],[],https://pbs.twimg.com/profile_images/1635785477537304576/zM3O6-92_normal.jpg,https://x.com/ABC7/status/1844142646056583381,tweet_id:1844142646056583381
The Advocate,@TheAdvocateMag,2024-10-16T19:01:27.000Z,True,What to know about pronouns for International Pronouns Day,1,6,15,2.1K,[],[],[],https://pbs.twimg.com/profile_images/1675008673058529282/YESQ1WLI_normal.jpg,https://x.com/TheAdvocateMag/status/1846627536253440443,tweet_id:1846627536253440443
Can Yaman News International,@CanYamanNewsInt,2024-10-08T19:42:23.000Z,True,"#CanYaman will be given his award on 30th October at 20:30. Following the ceremony, screening of Mediaset series La Favorita 1922 will take place to enter the screening, book your place.#South2024 
SOLD OUT https://southfestival.janto.es/es/espectaculo/la-favorita-1922/STH24LAFAVORITA?fbclid=PAZXh0bgNhZW0CMTEAAaZKrF7x4VBdLJEm8wP0gwIfRCP_oYTZyPIM7CEgN55WEF_csajWKWbKCG8_aem_2DHb6y0tYks1PGobeMX4Ew…",5,57,155,2.6K,"['#CanYaman', '#South2024']",[],['\\u2666\\ufe0f'],https://pbs.twimg.com/profile_images/1711962376877092864/nMBqa8OV_normal.jpg,https://x.com/CanYamanNewsInt/status/1843738734463987838,tweet_id:1843738734463987838
World News Tonight,@ABCWorldNews,2024-10-12T02:20:00.000Z,True,"Israel launched its deadliest attack on Beirut in more than a year, killing at least 22 and injuring more than 100 people. Local reports say a senior Hezbollah official was the target of the strikes.  reports. https://trib.al/habbyxe",21,27,38,9.2K,[],['@JamesAALongman'],[],https://pbs.twimg.com/profile_images/1424776196940869634/F-kiM3On_normal.jpg,https://x.com/ABCWorldNews/status/1844925958957990041,tweet_id:1844925958957990041
نافذةُ على الأخبارِِ,@NEWSDailyArabic,2024-10-14T08:36:26.000Z,True,"Check this news update:
 |#WORLDNEWS | #IRAQ | #IRAN | #EU | #UK | #US | #UKRAINE | #RUSSIA | #CHINA | #JAPAN |",0,0,0,60,"['#WORLDNEWS', '#IRAQ', '#IRAN', '#EU', '#UK', '#US', '#UKRAINE', '#RUSSIA', '#CHINA', '#JAPAN']",[],[],https://pbs.twimg.com/profile_images/1836431835699531776/DGGcptze_normal.jpg,https://x.com/NEWSDailyArabic/status/1845745469973991595,tweet_id:1845745469973991595
Ellie Drew,@GlobalUnity333,2024-10-15T13:41:08.000Z,True,HUGE INTERNATIONAL NEWS: Globalist governments have taken over Western Countries. Citizens are pushing back. They are complicit in global genocide.,0,0,2,64,[],[],"['\\U0001f525', '\\U0001f447']",https://pbs.twimg.com/profile_images/1813015239065235457/pSK8uI53_normal.jpg,https://x.com/GlobalUnity333/status/1846184537161695524,tweet_id:1846184537161695524
Can Yaman News International,@CanYamanNewsInt,2024-10-16T21:36:39.000Z,True," Madd Entertainment will be introducing #ElTurco, starring #CanYaman, and RU, a series that aired on GAİN in recent months starring Meryem Uzerli, at a special event at MIPCOM this year. 

The event will also feature a panel discussing the future of Turkish storytelling. 

Ay",1,19,43,466,"['#ElTurco', '#CanYaman']",[],['\\u2666\\ufe0f'],https://pbs.twimg.com/profile_images/1711962376877092864/nMBqa8OV_normal.jpg,https://x.com/CanYamanNewsInt/status/1846666590408135150,tweet_id:1846666590408135150
BBC Politics,@BBCPolitics,2024-10-14T09:52:03.000Z,True,"""We will rip up the bureaucracy that blocks investment,"" PM Keir Starmer tells business leaders at the International Investment Summithttps://bbc.in/4h3BlGq",216,51,150,66K,[],[],[],https://pbs.twimg.com/profile_images/1150756359497015298/xXj2IfkW_normal.png,https://x.com/BBCPolitics/status/1845764496494674339,tweet_id:1845764496494674339
World Affairs,@naziakhan455,2024-10-09T21:28:06.000Z,True,BREAKING NEWSPresident of Egypt says that Egypt will bring issue of Palestine at all international forums and will help it in its freedom movement.,155,150,693,14K,[],[],"['\\u26a0\\ufe0f', '\\u26a0\\ufe0f']",https://pbs.twimg.com/profile_images/1780198345727721472/fLn7OiLn_normal.jpg,https://x.com/naziakhan455/status/1844127725684129848,tweet_id:1844127725684129848
Glasnost Gone,@GlasnostGone,2024-10-11T08:19:26.000Z,True,"Viktoriya Roshchyna would have turned 28 this month. She worked as a freelancer for various independent news outlets & in 2022, she was awarded the Courage in Journalism award by the International Women’s Media Foundation for her reporting from east #Ukraine. Now Russia's killed",11,69,157,4K,['#Ukraine'],[],[],https://pbs.twimg.com/profile_images/877204602881540096/EB8Gdn25_normal.jpg,https://x.com/GlasnostGone/status/1844654025490198773,tweet_id:1844654025490198773
Somoy TV,@somoytv,2024-10-12T15:05:37.000Z,True,"ফি'লি'স্তি'নে'র অবরুদ্ধ গা'জা উপত্যকাকে ৮০ বছর আগে পরমাণু বো'মা হা'ম'লা'র শিকার জাপানের সাথে তুলনা করেছেন দেশটির সদ্য নোবেলজয়ী সংগঠন নিহন হিদানকায়োর নেতা তোশিউকি মিমাকি।

বিস্তারিত : https://somoynews.tv/news/2024-10-12/xtU61ELH…#InternationalNews #news #somoytv",10,43,727,9.9K,"['#InternationalNews', '#news', '#somoytv']",[],[],https://pbs.twimg.com/profile_images/1382563547469676544/U70E7-PZ_normal.jpg,https://x.com/somoytv/status/1845118631551828392,tweet_id:1845118631551828392
